Vernacular title,Title,Durable link to Database,Collection,Title (uniform),Attribution,Author / Creator,Variant title,Finding aids,Edition,Published,Publication info,Description,Series / collection,Series (transcribed),Coverage date,History note,Summary,Language,Notes,Audience,Subjects,Cite As,Subject place,Med. subject,Keyword,Instrumentation,Style / period,Form / genre,Culture,Place,Associated place,Author / Creator,Creator characteristics,Contents,Is Part Of,In,Other title,Other title,Related titles,Attributes,Identifier,Linking notes,Related work,Related information,Associated Name,Use restrictions,Copyright,Repository,Includes layers,Collection,Creation Date,HOLLIS number,Permalink,Source,Other search terms,Image creator,Image title,Image date,Image materials,Image dimensions,Image note,Image type,Image subject,Image classification,Image associated name,Image copyright,Image ID,Harvard repository,Course Information,Permalink
,"Slavery, and the remedy; or, Principles and suggestions for a remedial code",,,,By Samuel Nott.,"Nott, Samuel, 1788-1869.  ",,,,"Boston, Crocker and Brewster; New York, M. W. Dodd, 1856.",,118 p. 23 cm.,,,,,,English,,,Slavery -- United States -- Controversial literature,,,,,,,Controversial literature. ,,,,,,,,,,,,,,,,,,,,,,,1856,990036901600203941,"<a href=""http://id.lib.harvard.edu/alma/990036901600203941/catalog"">http://id.lib.harvard.edu/alma/990036901600203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211890301470003941
,"An essay on slavery and abolitionism, with reference to the duty of American females",,,,By Catharine E. Beecher.,"Beecher, Catharine Esther, 1800-1878  ",,,,"Philadelphia, H. Perkins; Boston, Perkins & Marvin, 1837.",,152 p. 16 cm.,"Women and social movements: scholar's edition  ",,,,,English,,,Slavery -- United States -- Controversial literature; Antislavery movements -- United States; Abolitionists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837,990014346170203941,"<a href=""http://id.lib.harvard.edu/alma/990014346170203941/catalog"">http://id.lib.harvard.edu/alma/990014346170203941/catalog</a>",HVD - Core,Social reformers; Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211809069330003941
,"The great battle between slavery and freedom : considered in two speeches delivered before the American Anti-Slavery Society at New York, May 7, 1856",,,,,"Parker, Theodore, 1810-1860.  ",,,,"Boston : Benjamin H. Greene, 1856.",,93 p. 24 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,Phonographically reported.,,Slavery -- United States -- Controversial literature,,,,,,,,,,,,,"The present aspect of the antislavery enterprise, and of the various forces which work therein: a speech delivered on the morning of May 7.--The present crisis in American affairs: the slaveholders' attempt to wrench the territories from the working people, and to spread bondage over the land: a speech delivered on the evening of May 7.",,,,,,,,,,,,,,,,,1856,990025761520203941,"<a href=""http://id.lib.harvard.edu/alma/990025761520203941/catalog"">http://id.lib.harvard.edu/alma/990025761520203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512260826320003941
,"The Progress of colonial reform : being a brief view of the real advance made since May 15, 1823, in carrying into effect the recommendations of His Majesty, the unanimous resolutions of Parliament, and the universal prayer of the nation, with respect to Negro slavery : drawn from the Papers printed for the House of Commons, prior to the 10th of April, 1826",,,,,,,,,"London, Anti-Slavery Society, 1826.",,49 p. ; 22 cm.,,,,,,English,,,Slavery -- Great Britain -- Colonies; Slavery -- Colonies -- Great Britain,,,,,,,,,,,Society for the Mitigation and Gradual Abolition of Slavery Throughout the British Dominions. ,,,,,,,,,,,,,,,,,,,1826,990054569730203941,"<a href=""http://id.lib.harvard.edu/alma/990054569730203941/catalog"">http://id.lib.harvard.edu/alma/990054569730203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211954993480003941
,"The historic purchase of freedom : an oration delivered before the fraternity, in the Music Hall, Boston, Dec. 22, 1859, the two hundred and thirty-ninth anniversary of the landing of the Pilgrims at Plymouth",,,,by William Rounseville Alger.,"Alger, William Rounseville, 1822-1905.  ",,,,"Boston : Walker, Wise and co., 1859.",,44 p. ; 23 cm.,"Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ",,,,,English,Half title: Oration.,,Slavery -- United States -- Controversial literature,,,,,,,Controversial literature. ; Pamphlets. ,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,,,,,,,,,,,,,,,,,,,,1859,990038492620203941,"<a href=""http://id.lib.harvard.edu/alma/990038492620203941/catalog"">http://id.lib.harvard.edu/alma/990038492620203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211906637750003941
,"Read, ponder, and pass it to your neighbor : an address upon slavery. With a postscript",,,,,"Finn, Walter Goodman.  ",,,,"Cincinnati : I. Hart & Co., [185-?]",,68 p. 22 cm.,,,,,,English,Caption title.,,Slavery -- United States -- Controversial literature,,,,,,,,,<i>Hierarchical: </i>United States -- Ohio -- Cincinnati ,,,,,,,,,,,,,,,,,,,,,[185-?],990019313770203941,"<a href=""http://id.lib.harvard.edu/alma/990019313770203941/catalog"">http://id.lib.harvard.edu/alma/990019313770203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211828095370003941
,"The ""infidelity"" of abolitionism",,,,By William Lloyd Garrison.,"Garrison, William Lloyd, 1805-1879.  ",,,,"New York : American Anti-Slavery Society, 1860.",,12 p. 19 cm.,Slavery and anti-slavery: a transnational archive  ,"Anti-slavery tracts ; New series, no. 10",,,,English,,,Slavery -- United States -- Controversial literature; Abolitionists,,,,,,,Controversial literature. ,,,,,,,,,,,,,,,,,,,,,,,1860,990049417760203941,"<a href=""http://id.lib.harvard.edu/alma/990049417760203941/catalog"">http://id.lib.harvard.edu/alma/990049417760203941/catalog</a>",HVD - Core; HVD - Core,Social reformers; Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261281570003941
,"A sermon of slavery, delivered Jan. 31, 1841, repeated June 4, 1843, and now published by request",,,,by Theodore Parker...,"Parker, Theodore, 1810-1860.  ",,,,"Boston, Printed by Thurston and Tory, 1843.",,24 p. 20 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,"Sabin [58766], note.",,Slavery -- United States -- Controversial literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843,990034525900203941,"<a href=""http://id.lib.harvard.edu/alma/990034525900203941/catalog"">http://id.lib.harvard.edu/alma/990034525900203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261680060003941
,"A letter to the Hon. Harrison Gray Otis, Peleg Sprague, and Richard Fletcher",,,,,"Bradford, Gamaliel, 1795-1839.  ",,,,"Boston : J. Munroe, 1836.",,35 p. ; 20 cm.,,,,,,English,Originally printed in the Boston courier.,,Slavery -- United States -- Controversial literature -- 1836; Abolitionists,,,,,,,,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,,,,,,,,,,,,,,,,,,,,1836,990041292230203941,"<a href=""http://id.lib.harvard.edu/alma/990041292230203941/catalog"">http://id.lib.harvard.edu/alma/990041292230203941/catalog</a>",HVD - Core,Social reformers; Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211894069250003941
,The philosophy of the abolition movement,,,,by Wendell Phillips.,"Phillips, Wendell, 1811-1884  ",,,,"New York : American Anti-Slavery Society, 1860.",,47 p. ; 19 cm.,"Anti-slavery tracts ; New ser., no. 8  ; ATLA Historical Monographs Collection. Series 1 (13th Century to 1893)  ; Slavery and anti-slavery: a transnational archive  ","Anti-slavery tracts ; New ser., no. 8",,,,English,,,Slavery -- United States -- Controversial literature -- 1860; Abolitionists,,,,,,,,,,,,,,,,,,,,ISBN : 0524011265 (microfiche),,,,,,,,,,1860,990035983000203941,"<a href=""http://id.lib.harvard.edu/alma/990035983000203941/catalog"">http://id.lib.harvard.edu/alma/990035983000203941/catalog</a>",HVD - Core; HVD - Core,Social reformers; Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512261691880003941
,"Proceedings of the American Anti-slavery Society, at its second decade, held in the city of Philadelphia, Dec. 3d, 4th and 5th, 1853",,,,,American Anti-Slavery Society. ,,,,"New York, American A.S. Society, 1854.",,176 p. 23 cm.,Slavery and anti-slavery: a transnational archive  ,,,,,English,,,"Slavery -- United States -- Societies, etc; Antislavery movements -- United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854,990021748960203941,"<a href=""http://id.lib.harvard.edu/alma/990021748960203941/catalog"">http://id.lib.harvard.edu/alma/990021748960203941/catalog</a>",HVD - Core; HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA512258740280003941
,"A letter to the Duchess of Sutherland and ladies of England, in reply to their ""Christian address"" on the subject of slavery in the Southern states",,,,"By Mrs. Julia Gardiner Tyler of Sherwood Forest, Va.","Tyler, Julia Gardiner, 1821-1889.  ",,,,"Richmond, Va., Southern literary messenger press, 1853.",,8 p. 23 cm.,,,,,,English,Double columns.,,Slavery -- United States -- Controversial literature,,,,,,,,,<i>Hierarchical: </i>United States -- Virginia -- Richmond ,,"Sutherland, Harriet Elizabeth Georgiana, duchess of Sutherland, 1806-1868. ",,,,,,,,,,,,,,,,,,,1853,990033143920203941,"<a href=""http://id.lib.harvard.edu/alma/990033143920203941/catalog"">http://id.lib.harvard.edu/alma/990033143920203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211884807900003941
,"Poems written during the progress of the abolition question in the United States, between the years 1830 and 1838.",,,,By John G. Whittier.,"Whittier, John Greenleaf, 1807-1892.  ",,,,"Boston: : Published by Isaac Knapp ..., 1837.",,"x, [11]-96 p., [1] leaf of plates : ill. ; 18 cm. (8vo)",,,,,,English,"First edition, first issue. Cf. Currier.; Woodcut tailpieces.; <i>References: </i>Currier, T.F. Bibl. of J.G. Whittier, p. 29-32",,Slavery -- United States -- Controversial literature -- 1837; Slavery -- United States -- Poetry,,,,,,,,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,,,,,,,,,,,,,,,,,,,,1837,990038714280203941,"<a href=""http://id.lib.harvard.edu/alma/990038714280203941/catalog"">http://id.lib.harvard.edu/alma/990038714280203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211892523370003941
,"De l'intérêt de la France à l'égard de la traite des négres",,,,,"Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde), 1773-1842.  ",,,,"Genève, J. J. Paschoud, 1814.",,59 p.,,,,,,French,Includes bibliographical references.; <i>References: </i>Sabin 81450,,Slavery; Slave trade; Slave trade -- France -- History,,,,,,,History. ,,,,,,,,,,,,,,,,,,,,,,,1814,990037612400203941,"<a href=""http://id.lib.harvard.edu/alma/990037612400203941/catalog"">http://id.lib.harvard.edu/alma/990037612400203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211894501360003941
,The influence of the slave power,,,,,,,,,"Boston : Published by J.W. Alden, [1843]",,4 p. ; 19 cm.,,Liberty tract ; no. 3,,,,English,Caption title.; Signed at end: A teller of the truth.,,Slavery -- United States -- Anti-slavery movements,,,,,,,,,<i>Hierarchical: </i>United States -- Massachusetts -- Boston ,,Teller of the truth. ,,,,,,,,,,,,,,,,,,,[1843],990092464780203941,"<a href=""http://id.lib.harvard.edu/alma/990092464780203941/catalog"">http://id.lib.harvard.edu/alma/990092464780203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA212077300500003941
,West-Indian eclogues,,,,,"Rushton, Edward, 1756-1814.  ",,,,"London : Printed for W. Lowndes ... and J. Philips ... , 1787.",,"[6], 32 p. ; 26 cm. (4to)",,,,,,English,"Signatures: [A]-E4 (-[A1, errata?)",,Slavery -- West Indies -- Poetry,,,,,,,Poetry ,,,,,,,,,,,,,,,,,,,,,,,1787,990000050240203941,"<a href=""http://id.lib.harvard.edu/alma/990000050240203941/catalog"">http://id.lib.harvard.edu/alma/990000050240203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211730659040003941
,"The Negro's memorial; or, Abolitionist's catechism,",,,,by an Abolitionist.,"Fisher, Thomas, 1781?-1836.  ",,,,"London, Printed for the author and sold by Hatchard, 1825.",,"iv, 127 p. 23 cm.","Slavery, Abolition, Emancipation, and Freedom: Primary Sources from Houghton Library  ",,,,,English,Includes bibliographical references.,,"Slavery; Slavery -- West Indies, British",,,,,,,,,<i>Hierarchical: </i>England -- London ,,An Abolitionist. ,,,,,,,,,,,,,,,,,,,1825,990019311990203941,"<a href=""http://id.lib.harvard.edu/alma/990019311990203941/catalog"">http://id.lib.harvard.edu/alma/990019311990203941/catalog</a>",HVD - Core,Crimes against humanity,,,,,,,,,,,,,,,https://hollis.harvard.edu/permalink/f/hg18ek/01HVD_ALMA211828037500003941
